0,1,113.323657,23.12251776,1,120,1,1,1,1,1,
0,2,113.3255123,23.12745181,1,10,1,1,1,2,2,
0,3,113.3353763,23.12324873,1,13,0,2,1,2,2,
0,4,113.3236879,23.12551996,1,14,1,1,1,1,2,
0,5,113.3246156,23.12202174,1,12,0,2,1,1,1,
0,6,113.3263781,23.12296156,1,11,0,1,2,1,2,
0,7,113.3306762,23.12815668,1,13,1,1,1,1,2,
0,8,113.3252959,23.12202174,1,12,0,2,1,2,2,
0,9,113.3345105,23.12345758,1,16,0,1,2,1,2,
0,10,113.3274295,23.13220312,1,15,1,1,1,1,2,
0,11,113.326811,23.12494563,1,12,3,0,1,0,1,
0,12,113.3291611,23.12476288,2,126,2,0,1,0,1,
0,13,113.329594,23.12288324,2,6,2,0,1,0,1,
0,14,113.3303052,23.12395359,2,6,1,0,1,0,1,
0,15,113.3306144,23.1248151,2,4,2,0,1,1,0,
0,16,113.3306144,23.12455403,2,6,2,0,1,1,1,
0,17,113.3302433,23.12450182,2,7,2,1,0,1,1,
0,18,113.3302743,23.13024516,2,8,1,1,0,1,0,
0,19,113.3292539,23.12541554,2,7,2,1,0,1,1,
0,20,113.3269347,23.12285714,2,6,1,0,1,1,0,
0,21,113.3365205,23.12063812,2,7,2,0,1,0,1,
0,22,113.3338303,23.13118498,2,6,1,1,1,0,1,
0,23,113.3314802,23.12272661,2,5,1,1,1,1,0,
0,24,113.3318822,23.12635536,2,8,2,0,1,1,0,
0,25,113.3389942,23.13235976,2,8,2,1,0,1,1,
0,26,113.3302124,23.11954166,2,6,1,0,1,0,0,
0,27,113.3330263,23.12711243,2,6,2,1,1,1,1,
0,28,113.3265946,23.12330094,2,4,2,0,1,0,1,
0,29,113.3323151,23.11982883,2,10,2,1,0,1,0,
0,30,113.3291302,23.12703411,2,6,2,0,1,1,0,
0,31,113.3265946,23.12290935,2,7,2,0,1,0,1,
0,32,113.3305835,23.13097614,2,7,1,0,1,0,1,
0,33,113.3318204,23.12538943,2,5,2,0,1,1,1,
0,34,113.3355928,23.12797393,2,4,1,1,0,1,0,
0,35,113.3332428,23.13241197,2,7,2,0,1,0,1,
0,36,113.3292848,23.13181153,2,5,2,0,1,1,1,
0,37,113.3258215,23.12920092,3,126,1,0,0,1,0,
0,38,113.3307999,23.12379696,3,5,2,0,1,1,0,
0,39,113.3237498,23.1269819,3,7,2,1,0,1,1,
0,40,113.326811,23.13191595,3,3,1,1,0,1,0,
0,41,113.324832,23.12515447,3,7,1,1,0,1,0,
0,42,113.3239353,23.12413634,3,7,3,0,1,0,1,
0,43,113.3278005,23.12674695,3,5,2,1,1,0,1,
0,44,113.3336138,23.13233365,3,6,3,0,1,0,1,
0,45,113.324461,23.12677305,3,7,2,1,1,0,1,
0,46,113.3279242,23.12959251,3,7,1,1,0,1,0,
0,47,113.3355928,23.12374475,3,7,1,1,0,1,0,
0,48,113.3375718,23.1213952,3,7,2,1,0,1,1,
0,49,113.3368297,23.12771287,3,6,2,1,0,1,0,
0,50,113.3249248,23.13165489,3,6,1,0,1,0,1,
0,51,113.3281407,23.12486731,3,7,2,0,0,1,1,
0,52,113.3254505,23.12371864,3,5,2,0,1,1,0,
0,53,113.3267492,23.12204785,3,5,2,0,1,1,0,
0,54,113.3290992,23.12437129,3,6,2,0,0,1,0,
0,55,113.3508372,23.13136773,3,6,1,1,1,0,1,
0,56,113.3245847,23.12797393,3,6,2,1,0,0,1,
0,57,113.3395817,23.12447572,3,4,2,0,1,0,1,
0,58,113.3298723,23.12285714,3,7,1,1,0,1,0,
0,59,113.3328717,23.13074118,3,5,1,1,1,0,1,
0,60,113.3275841,23.13128941,3,6,3,0,1,1,0,
0,61,113.3278624,23.12930534,3,6,1,0,1,1,2,
0,62,113.3276768,23.12181289,3,7,0,2,1,2,2,
0,63,113.3239353,23.12732128,3,8,0,2,1,2,2,
