113.32769,23.123295
113.33673,23.119443
113.35534,23.122975
113.34288,23.132352
113.33427,23.124594
113.32768,23.123609
113.33943,23.124163
113.34168,23.132441
113.33554,23.124487
113.33207,23.133114
113.34312,23.128169
113.32484,23.125388
113.33757,23.124322
113.33239,23.12481
113.33099,23.124921
113.34128,23.123972
113.34414,23.123662
113.34453,23.13367
113.34344,23.132309
113.35206,23.123093
113.35595,23.122962
113.3483,23.119203
113.33913,23.124189
113.34816,23.127791
113.34907,23.117577
113.33112,23.119566
113.32842,23.125164
113.32783,23.133483
113.32768,23.125143
113.3327,23.127684
113.34999,23.125382
113.35586,23.12876
113.33277,23.124766
113.33416,23.126758
113.35258,23.123071
113.32909,23.126563
113.35577,23.13127
113.33566,23.119199
113.3377,23.124311
113.34811,23.123277
113.33474,23.124551
113.32776,23.126703
113.35005,23.130968
113.32986,23.129283
113.34027,23.12409
113.33269,23.119436
113.33674,23.126519
113.34989,23.133222
113.34526,23.132181
113.32723,23.119891
113.32676,23.121863
113.3343,23.132988
113.34349,23.132306
113.34164,23.132444
113.34839,23.121622
113.34363,23.123716
113.33565,23.124478
113.35644,23.1309
113.32905,23.125097
113.33899,23.124201
113.33316,23.124722
113.33334,23.133042
113.33875,23.132661
113.33384,23.126808
113.33037,23.130473
113.35585,23.128713
113.33946,23.124161
113.33404,23.124621
113.35763,23.122926
113.33392,23.13301
113.33255,23.128522
113.33818,23.12427
113.35507,23.125863
113.33465,23.132968
113.33749,23.126459
113.32891,23.126581
113.34851,23.117634
113.33441,23.124578
113.3491,23.131934
113.34678,23.12338
113.33854,23.124239
113.32704,23.12186
113.32722,23.133567
113.34374,23.132287
113.33714,23.132781
113.34331,23.118273
113.34818,23.117667
113.32785,23.133743
113.33205,23.124837
113.32814,23.126663
113.32771,23.122996
113.35245,23.123076
113.32971,23.125027
113.33199,23.124842
113.33023,23.119641
113.33983,23.13258
113.34885,23.123239
113.34001,23.130223
113.32908,23.125093
113.3476,23.123304
113.3277,23.123078
113.33445,23.119289
113.33458,23.13078
113.3271,23.12527
113.32546,23.128223
113.3305,23.130799
113.32775,23.127064
113.33919,23.118798
113.34664,23.132091
113.32323,23.123576
113.35011,23.121587
113.34425,23.13225
113.33205,23.124838
113.35035,23.123165
113.33873,23.132662
113.32545,23.125351
113.34465,23.123608
113.34859,23.123252
113.33499,23.128871
113.3277,23.129567
113.33695,23.126502
113.33254,23.125527
113.3283,23.125176
113.32452,23.134158
113.34452,23.118117
113.35267,23.123067
113.35175,23.123106
113.32768,23.123948
113.34647,23.132103
113.3292,23.122668
113.32768,23.123857
113.34791,23.123288
113.34348,23.132307
113.34412,23.123664
113.32774,23.126578
113.35155,23.123114
113.33727,23.124348
113.33812,23.126415
113.33905,23.118815
113.34003,23.121782
113.33065,23.131337
113.35325,23.131535
113.33167,23.124867
113.33549,23.124491
113.33081,23.124935
113.3355,23.12449
113.33271,23.133078
113.33773,23.132737
113.33881,23.128512
113.34658,23.117853
113.33595,23.132871
113.33069,23.124945
113.35243,23.117153
113.32975,23.128768
113.3356,23.124482
113.32935,23.125065
113.33238,23.124811
113.34644,23.132105
113.34257,23.12383
113.33731,23.124104
113.32784,23.133482
113.32768,23.124867
113.33819,23.118922
113.33232,23.12909
113.35628,23.122955
113.35824,23.122913
113.35798,23.122918
113.34004,23.128745
113.34161,23.118492
113.34765,23.123301
113.33498,23.128872
113.32643,23.128128
113.32977,23.125428
113.34513,23.123556
113.33024,23.11964
113.34793,23.123286
113.35167,23.121391
113.32945,23.126525
113.35272,23.123065
113.33751,23.124327
113.33426,23.124596
113.34286,23.123799
113.339,23.128495
113.32775,23.12949
113.33506,23.132938
113.32334,23.128472
113.33984,23.118717
113.34699,23.123358
113.32486,23.12271
113.34032,23.124084
113.35832,23.133402
113.35331,23.12304
113.32816,23.125191
113.34028,23.122394
113.32863,23.119774
113.34935,23.123213
113.3455,23.123517
113.32506,23.121882
113.34999,23.125558
113.33569,23.13289
113.33009,23.129264
113.34012,23.132558
113.33442,23.122774
113.34619,23.117902
113.33392,23.13301
113.33789,23.120379
113.33835,23.124256
113.32304,23.134869
113.33089,23.124929
113.33112,23.124911
113.32708,23.128065
113.34204,23.118436
113.35839,23.130893
113.32821,23.125186
113.32646,23.125301
113.35788,23.130974
113.33554,23.132901
113.32977,23.128857
113.32994,23.129275
113.32605,23.133728
113.33804,23.118941
113.32962,23.128227
113.33098,23.133184
113.33416,23.126757
113.33641,23.124417
113.33521,23.124514
113.33906,23.132638
113.34901,23.123231
113.32758,23.123482
113.3297,23.129304
113.32478,23.129856
113.34138,23.123961
113.3307,23.119601
113.35108,23.123134
113.32776,23.130228
113.3377,23.124311
113.335,23.132942
113.35569,23.128112
113.33056,23.130948
113.33284,23.13307
113.32804,23.126674
113.32912,23.119733
113.34296,23.123789
113.352,23.119083
113.33988,23.126291
113.34143,23.13246
113.34574,23.123491
113.33777,23.124306
113.3272,23.125265
113.33674,23.132811
113.34578,23.117955
113.34881,23.127741
113.35774,23.122923
113.3432,23.123763
113.34549,23.123518
113.32624,23.128147
113.32819,23.125187
113.35764,23.131012
113.33996,23.126286
113.33895,23.121071
113.34419,23.123657
113.34706,23.123349
113.35367,23.119978
113.33147,23.124883
113.33836,23.13269
113.33874,23.124222
113.32365,23.125533
113.32238,23.123595
113.33019,23.129256
113.32351,23.119251
113.33638,23.119146
113.32802,23.126676
113.34999,23.125383
113.33471,23.134586
113.33927,23.124177
113.34106,23.123997
113.35325,23.123042
113.338,23.124285
113.34553,23.123514
113.33643,23.132835
113.35316,23.123046
113.32768,23.123559
113.35701,23.131114
113.33534,23.124503
113.35008,23.123176
113.35003,23.12846
113.32961,23.126025
113.33428,23.124593
113.32722,23.133566
113.35415,23.12113
113.33379,23.126816
113.35111,23.131761
113.33886,23.132652
113.35636,23.13061
113.32797,23.125211
113.33215,23.124829
113.33458,23.119279
113.35072,23.123149
113.33277,23.133074
113.32778,23.125231
113.32776,23.130143
113.32774,23.126477
113.34127,23.123973
113.33844,23.126392
113.3388,23.126367
113.34224,23.123866
113.3373,23.123481
113.32944,23.127921
113.32493,23.12482
113.33691,23.132798
113.32929,23.126542
113.33731,23.132769
113.34631,23.117886
113.32772,23.122002
113.34538,23.132173
113.33685,23.12651
113.3412,23.132477
113.33531,23.132918
113.32782,23.133454
113.35505,23.125764
113.33738,23.128644
113.35183,23.118888
113.32926,23.12793
113.34029,23.132545
113.33243,23.124806
113.32788,23.126691
113.34264,23.118359
113.33405,23.133002
113.33847,23.124246
113.32194,23.1192
113.34439,23.132238
113.3474,23.118457
113.33375,23.124654
113.34922,23.12322
113.33931,23.124174
113.33757,23.126453
113.32867,23.129441
113.35781,23.130986
113.3417,23.123923
113.3313,23.133163
113.32911,23.133354
113.3344,23.132983
113.34852,23.123256
113.3479,23.123288
113.33998,23.131616
113.33564,23.119201
113.33048,23.132874
113.3324,23.133095
113.33092,23.124926
113.34431,23.132245
113.35572,23.131275
113.33055,23.130918
113.32188,23.135781
113.33996,23.124118
113.34996,23.122955
113.34873,23.123245
113.3356,23.132897
113.34188,23.132426
113.32768,23.12402
113.35007,23.117468
113.34803,23.123281
113.33483,23.132955
113.33268,23.126263
113.3325,23.124798
113.34739,23.123163
113.33144,23.133154
113.33579,23.126597
113.34024,23.124093
113.33344,23.12469
113.33741,23.132761
113.35023,23.117448
113.35008,23.117467
113.35872,23.126564
113.35118,23.131754
113.33772,23.132738
113.35026,23.118875
113.33019,23.124984
113.35247,23.117147
113.3283,23.133435
113.3347,23.132965
113.32396,23.12009
113.3365,23.13283
113.34052,23.12406
113.34878,23.123242
113.35347,23.123033
113.34103,23.124001
113.3499,23.133153
113.35096,23.131777
113.35406,23.13145
113.3515,23.123116
113.32959,23.126131
113.3328,23.133073
113.33378,23.124651
113.33104,23.124917
113.34122,23.132476
113.35423,23.122187
113.33414,23.132997
113.33227,23.12482
113.32636,23.126838
113.33528,23.124508
113.34118,23.132478
113.33882,23.132656
113.32916,23.133349
113.32995,23.125003
113.33597,23.132869
113.34653,23.127913
113.33448,23.132978
113.34025,23.123328
113.32768,23.124092
113.32272,23.135023
113.32475,23.123549
113.34032,23.132543
113.35659,23.116666
113.34356,23.132301
113.32768,23.124558
113.3278,23.132163
113.32991,23.133273
113.3405,23.124063
113.33367,23.119354
113.32546,23.133808
113.35693,23.131126
113.33766,23.132743
113.33815,23.126413
113.35587,23.128796
113.33069,23.124945
113.34561,23.132158
113.34051,23.116271
113.32523,23.121881
113.34687,23.132077
113.32607,23.12973
113.33508,23.132936
113.35374,23.123021
113.35248,23.131617
113.33529,23.13292
113.32614,23.131646
113.32588,23.129749
113.32723,23.133565
113.34605,23.123458
113.33605,23.132864
113.33455,23.132974
113.34832,23.131983
113.33291,23.133066
113.33942,23.124164
113.35343,23.123035
113.33733,23.124343
113.33769,23.13274
113.3302,23.122642
113.32979,23.125018
113.32768,23.123948
113.332,23.129115
113.3472,23.123335
113.3383,23.12426
113.3284,23.125165
113.33821,23.132701
113.34126,23.128308
113.34085,23.132503
113.33174,23.124862
113.33516,23.124518
113.32859,23.126615
113.32513,23.131722
113.32697,23.119913
113.34095,23.12401
113.33772,23.126443
113.33436,23.126726
113.32995,23.125003
113.3298,23.128976
113.34298,23.123787
113.3579,23.13097
113.32905,23.126567
113.33914,23.118804
113.33817,23.124271
113.35743,23.131045
113.33668,23.132816
113.34669,23.123389
113.35816,23.130929
113.32878,23.126595
113.32533,23.123536
113.32921,23.125079
113.35189,23.131679
113.34934,23.131918
113.33046,23.130688
