0,1,0,0,0,0,1,3,1,0,3,1,0,0,0,1,1,2,1,3,1,0,1,0
0,0,1,0,0,1,3,1,2,3,6,4,1,3,3,1,1,4,5,5,4,3,4,5
0,0,0,0,0,0,0,1,4,1,7,1,1,0,5,2,1,6,2,0,5,3,1,2
0,0,0,1,0,1,2,2,8,7,7,10,11,8,2,5,8,11,19,13,9,6,6,3
0,0,1,1,0,0,7,4,13,16,21,18,13,16,20,11,16,20,28,19,16,14,22,10
0,1,0,1,0,2,4,4,12,12,8,18,14,17,8,10,13,16,23,17,17,10,17,5
0,1,2,9,4,17,23,58,58,66,61,43,33,45,31,23,24,64,76,80,49,49,22,37
0,2,4,3,0,14,14,37,45,76,46,41,27,30,15,23,22,59,65,73,39,35,28,37
0,4,5,8,4,26,46,71,99,146,121,88,50,69,28,48,54,118,125,168,86,65,76,64
0,0,1,0,0,3,1,4,19,12,19,15,13,10,7,9,8,8,10,13,13,6,11,8
0,0,0,0,1,2,1,0,7,5,10,4,6,4,12,6,6,5,12,7,7,12,3,5
0,0,0,0,1,2,1,0,5,5,9,4,3,3,9,2,7,3,6,6,6,11,2,4
0,0,0,0,1,0,2,0,3,4,10,3,4,3,9,2,7,2,4,5,5,7,3,4
0,0,1,0,0,2,4,1,16,13,18,9,13,6,11,6,12,8,12,13,13,8,10,7
0,0,1,0,0,2,2,1,14,7,9,6,11,4,4,4,6,8,7,11,10,1,7,5
0,0,1,0,1,2,2,2,13,8,12,8,10,6,5,2,8,11,13,11,11,6,7,5
0,1,2,1,0,3,3,5,11,8,11,9,13,8,4,5,9,13,17,13,13,7,9,5
0,1,0,0,0,1,2,2,2,5,4,6,3,6,5,3,5,5,9,8,6,5,8,3
0,0,0,0,0,0,1,0,1,1,5,0,1,1,2,1,1,0,2,0,3,1,1,0
0,3,4,3,6,23,24,45,63,108,60,45,29,40,28,17,34,86,90,85,59,49,30,46
0,2,6,11,6,30,38,92,94,138,100,65,55,67,58,39,47,119,132,144,91,79,50,69
0,1,0,4,2,24,19,35,38,59,29,21,11,18,15,18,19,49,49,37,17,21,13,19
0,2,4,2,3,22,20,44,72,72,61,59,34,35,22,26,48,62,66,91,51,37,52,36
0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,2,1,1,1,2,0,0,1,2
0,1,0,0,0,0,3,2,1,8,3,2,2,2,4,3,2,1,7,3,6,3,5,2
0,0,0,0,0,0,2,1,3,2,2,1,1,2,1,2,1,1,2,3,1,0,3,2
0,0,0,0,0,0,2,2,5,2,1,2,3,4,1,2,7,3,3,1,7,1,7,8
0,3,10,7,12,25,48,105,144,198,203,199,146,104,64,85,72,135,186,264,197,190,127,119
0,1,1,2,1,3,4,12,19,17,23,18,30,20,24,14,27,23,33,33,30,23,17,17
0,0,1,1,1,1,2,9,8,12,14,16,25,15,17,9,15,14,23,18,18,15,14,13
0,5,7,8,7,17,54,60,139,151,139,99,70,36,55,44,58,87,179,127,112,75,67,48
