0,113.3289606,23.12657623,1,8
0,113.3282672,23.12517963,1,24
0,113.3293333,23.12506677,1,52
0,113.327678,23.12477446,1,94
0,113.3312992,23.13316338,2,110
13,113.3336193,23.12466936,2,129
9,113.3313079,23.12489594,2,140
0,113.3299841,23.11966136,2,149
14,113.3354853,23.13290558,2,151
3,113.3391947,23.13262727,2,154
0,113.3352872,23.12450748,3,45
0,113.3397015,23.12413997,3,73
3,113.3380098,23.12428472,3,160
0,113.3408145,23.13250601,3,165
6,113.3437263,23.13228844,3,168
3,113.3481638,23.13199364,3,144
17,113.3411243,23.12399011,3,106
0,113.346018,23.12346141,4,9
3,113.3472539,23.12332921,4,59
0,113.3432454,23.12375801,4,178
5,113.3493856,23.123211,4,184
11,113.3484192,23.12326103,4,162
0,113.3450067,23.11805445,4,162
0,113.3523029,23.13163532,5,70
0,113.3546126,23.13139214,5,108
3,113.3536389,23.12302573,5,148
0,113.3508045,23.12314552,5,194
0,113.3572092,23.13108126,5,203
3,113.3560698,23.12295956,5,172
0,113.3338543,23.13301321,5,61
