113.325756,23.121864,20,6
113.327211,23.123493,31,10
113.33517,23.121116,52,8
113.333158,23.129026,43,5
113.346381,23.121748,72,4
113.351411,23.128627,75,7
113.354106,23.120651,86,12
113.346525,23.117892,73,5
113.326043,23.131685,8,9
113.318965,23.125537,3,4
113.328864,23.129359,38,6
113.340704,23.132466,61,9
